sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex_race
male,63,greater than 45,caucasian,0,0,0,1,m,dui property damage/injury,1,low,0,male-caucasian
male,22,less than 25,african-american,0,1,0,3,f,arrest case no charge,7,medium,1,male-african-american
male,50,greater than 45,african-american,0,0,0,3,m,battery,3,low,0,male-african-american
male,38,25 - 45,african-american,0,0,0,0,f,burglary dwelling assault/batt,1,low,0,male-african-american
male,41,25 - 45,caucasian,0,0,0,1,f,sexual battery / vict 12 yrs +,6,medium,0,male-caucasian
male,28,25 - 45,african-american,8,0,1,16,f,aggravated battery / pregnant,8,high,1,male-african-american
female,30,25 - 45,african-american,0,0,0,0,m,battery,3,low,0,female-african-american
male,23,less than 25,african-american,0,0,0,1,f,agg fleeing and eluding,5,medium,0,male-african-american
male,40,25 - 45,caucasian,0,0,0,5,f,neglect child / no bodily harm,4,low,0,male-caucasian
male,24,less than 25,hispanic,0,0,0,8,f,possession of cannabis,8,high,0,male-hispanic
male,44,25 - 45,caucasian,0,0,0,11,m,battery,3,low,0,male-caucasian
female,35,25 - 45,african-american,0,0,0,6,f,arrest case no charge,2,low,1,female-african-american
male,42,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,38,25 - 45,african-american,0,0,0,15,f,drivg while lic suspd/revk/can,7,medium,0,male-african-american
male,26,25 - 45,hispanic,0,0,0,4,f,possession of cannabis,6,medium,0,male-hispanic
female,25,25 - 45,african-american,0,0,0,0,m,resist/obstruct w/o violence,3,low,0,female-african-american
male,64,greater than 45,hispanic,0,0,0,1,f,aggravated assault,1,low,0,male-hispanic
female,46,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,30,25 - 45,african-american,0,0,1,5,f,driving while license revoked,6,medium,1,male-african-american
female,22,less than 25,caucasian,0,0,0,0,m,battery,3,low,0,female-caucasian
male,23,less than 25,caucasian,0,0,0,1,m,arrest case no charge,4,low,0,male-caucasian
male,31,25 - 45,hispanic,0,0,0,0,m,dui property damage/injury,1,low,0,male-hispanic
male,31,25 - 45,other,0,0,0,1,f,arrest case no charge,2,low,0,male-other
male,25,25 - 45,african-american,0,0,0,0,m,disorderly conduct,3,low,0,male-african-american
female,21,less than 25,caucasian,0,0,0,0,f,burglary unoccupied dwelling,7,medium,0,female-caucasian
male,27,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,male-african-american
male,32,25 - 45,hispanic,0,0,0,1,f,possession of cocaine,1,low,0,male-hispanic
female,24,less than 25,caucasian,0,0,1,0,f,burglary unoccupied dwelling,5,medium,0,female-caucasian
male,20,less than 25,african-american,1,0,0,1,f,arrest case no charge,3,low,0,male-african-american
male,27,25 - 45,african-american,0,0,0,3,m,battery,7,medium,1,male-african-american
male,40,25 - 45,african-american,0,0,0,0,f,aggravated assault w/firearm,2,low,0,male-african-american
male,22,less than 25,african-american,0,0,0,11,f,possession of cocaine,10,high,1,male-african-american
female,38,25 - 45,african-american,0,0,0,1,f,robbery / no weapon,1,low,0,female-african-american
male,30,25 - 45,african-american,0,0,0,1,m,possess cannabis/20 grams or less,7,medium,0,male-african-american
male,27,25 - 45,caucasian,0,0,0,6,f,arrest case no charge,6,medium,1,male-caucasian
female,59,greater than 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,female-caucasian
male,37,25 - 45,caucasian,0,0,0,2,m,dui level 0.15 or minor in veh,1,low,0,male-caucasian
male,38,25 - 45,caucasian,0,0,0,0,f,possession of cocaine,1,low,0,male-caucasian
male,25,25 - 45,african-american,0,0,0,4,f,grand theft firearm,5,medium,1,male-african-american
male,51,greater than 45,caucasian,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-caucasian
male,28,25 - 45,african-american,0,0,0,10,f,driving while license revoked,3,low,0,male-african-american
female,23,less than 25,caucasian,0,0,0,3,f,poss contr subst w/o prescript,10,high,0,female-caucasian
female,22,less than 25,african-american,0,0,0,0,m,failure to pay taxi cab charge,5,medium,0,female-african-american
male,31,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,male-african-american
male,29,25 - 45,african-american,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-african-american
male,31,25 - 45,hispanic,0,0,0,0,m,operating w/o valid license,2,low,0,male-hispanic
male,27,25 - 45,caucasian,0,0,0,5,m,battery,9,high,0,male-caucasian
male,25,25 - 45,caucasian,0,0,0,1,f,aggravated assault w/firearm,5,medium,0,male-caucasian
male,38,25 - 45,african-american,0,0,0,0,f,felony battery (dom strang),1,low,0,male-african-american
male,22,less than 25,other,0,0,0,0,f,grand theft (motor vehicle),9,high,0,male-other
female,58,greater than 45,african-american,0,0,0,4,f,"poss 3,4 mdma (ecstasy)",2,low,1,female-african-american
male,21,less than 25,african-american,0,0,1,0,f,use scanning device to defraud,3,low,0,male-african-american
female,22,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,8,high,0,female-african-american
male,30,25 - 45,african-american,0,0,0,0,f,burglary unoccupied dwelling,2,low,0,male-african-american
female,31,25 - 45,african-american,0,0,0,10,f,driving while license revoked,6,medium,0,female-african-american
female,45,greater than 45,caucasian,0,0,0,1,f,felony driving while lic suspd,6,medium,0,female-caucasian
male,27,25 - 45,african-american,0,0,0,13,f,arrest case no charge,7,medium,1,male-african-american
male,38,25 - 45,caucasian,0,0,0,1,f,crimin mischief damage $1000+,1,low,1,male-caucasian
male,47,greater than 45,african-american,0,0,0,20,f,tamper with witness/victim/ci,9,high,0,male-african-american
male,22,less than 25,african-american,0,1,0,3,f,arrest case no charge,7,medium,0,male-african-american
male,35,25 - 45,african-american,0,0,1,1,m,battery,9,high,1,male-african-american
male,65,greater than 45,african-american,0,0,0,2,m,violation of injunction order/stalking/cyberstalking,2,low,1,male-african-american
male,35,25 - 45,african-american,0,0,0,0,m,fail to obey police officer,4,low,0,male-african-american
female,33,25 - 45,african-american,0,0,0,0,f,grand theft (motor vehicle),3,low,0,female-african-american
male,53,greater than 45,caucasian,0,0,0,1,m,battery,1,low,0,male-caucasian
male,52,greater than 45,hispanic,0,0,0,0,f,driving while license revoked,1,low,0,male-hispanic
male,21,less than 25,african-american,0,0,0,0,f,obstruct fire equipment,5,medium,0,male-african-american
male,37,25 - 45,african-american,0,0,0,11,f,aggravated battery / pregnant,4,low,0,male-african-american
male,30,25 - 45,other,0,0,0,4,m,reckless driving,9,high,1,male-other
male,54,greater than 45,other,0,0,0,0,f,grand theft (motor vehicle),1,low,0,male-other
female,31,25 - 45,african-american,0,0,0,0,m,battery,1,low,0,female-african-american
female,59,greater than 45,caucasian,0,0,0,2,f,grand theft in the 3rd degree,3,low,0,female-caucasian
male,27,25 - 45,african-american,0,0,0,0,m,possession of cocaine,2,low,0,male-african-american
male,36,25 - 45,african-american,0,0,0,0,m,battery,7,medium,1,male-african-american
male,22,less than 25,african-american,0,0,1,3,f,arrest case no charge,9,high,0,male-african-american
female,28,25 - 45,caucasian,0,0,0,0,m,dui property damage/injury,2,low,0,female-caucasian
male,23,less than 25,african-american,0,0,1,2,m,battery,10,high,1,male-african-american
male,27,25 - 45,african-american,0,0,0,3,f,grand theft in the 3rd degree,4,low,0,male-african-american
male,21,less than 25,asian,0,0,1,0,f,att tamper w/physical evidence,6,medium,1,male-asian
male,31,25 - 45,african-american,0,0,0,5,f,arrest case no charge,7,medium,0,male-african-american
male,36,25 - 45,african-american,0,1,0,4,m,battery,5,medium,0,male-african-american
male,53,greater than 45,caucasian,0,0,0,2,f,deliver alprazolam,1,low,0,male-caucasian
male,28,25 - 45,african-american,0,0,0,2,m,arrest case no charge,4,low,0,male-african-american
male,24,less than 25,african-american,0,0,0,1,m,battery,6,medium,0,male-african-american
male,44,25 - 45,african-american,0,0,0,1,f,unauth poss id card or dl,1,low,0,male-african-american
male,46,greater than 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,male-african-american
male,37,25 - 45,african-american,0,0,0,6,f,child abuse,3,low,0,male-african-american
male,27,25 - 45,african-american,0,1,0,10,f,driving while license revoked,8,high,1,male-african-american
male,40,25 - 45,caucasian,0,0,0,1,f,manufacture cannabis,2,low,0,male-caucasian
male,53,greater than 45,caucasian,0,0,0,1,f,arrest case no charge,1,low,0,male-caucasian
male,28,25 - 45,african-american,0,0,0,0,f,felony driving while lic suspd,1,low,0,male-african-american
male,23,less than 25,hispanic,0,0,0,0,m,driving under the influence,4,low,0,male-hispanic
female,46,greater than 45,caucasian,0,0,0,2,f,grand theft in the 3rd degree,8,high,0,female-caucasian
male,45,greater than 45,african-american,0,0,0,0,m,driving under the influence,1,low,0,male-african-american
male,22,less than 25,african-american,0,0,0,1,f,arrest case no charge,5,medium,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,2,low,1,male-caucasian
male,62,greater than 45,caucasian,0,0,0,0,f,battery on a person over 65,1,low,0,male-caucasian
male,24,less than 25,hispanic,0,0,0,1,f,burglary structure unoccup,10,high,0,male-hispanic
male,21,less than 25,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
male,25,25 - 45,caucasian,0,0,0,0,f,felony battery,2,low,1,male-caucasian
male,68,greater than 45,caucasian,0,0,0,0,m,disorderly conduct,1,low,0,male-caucasian
male,21,less than 25,caucasian,0,0,0,1,f,arrest case no charge,3,low,0,male-caucasian
female,37,25 - 45,hispanic,0,0,0,1,f,grand theft in the 3rd degree,3,low,0,female-hispanic
male,22,less than 25,african-american,0,0,0,0,f,pos cannabis w/intent sel/del,8,high,0,male-african-american
male,42,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,1,low,0,male-caucasian
male,48,greater than 45,african-american,0,0,0,2,f,fel drive license perm revoke,6,medium,0,male-african-american
male,23,less than 25,african-american,0,0,1,6,f,grand theft in the 3rd degree,9,high,1,male-african-american
male,24,less than 25,african-american,0,0,0,0,f,deliver cannabis,8,high,0,male-african-american
male,29,25 - 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,2,low,0,male-african-american
male,24,less than 25,african-american,0,0,0,0,f,battery on law enforc officer,3,low,0,male-african-american
male,50,greater than 45,african-american,0,0,0,11,f,manufacture cannabis,9,high,0,male-african-american
male,23,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,2,low,0,male-african-american
female,22,less than 25,caucasian,0,0,0,0,m,leaving acc/unattended veh,5,medium,0,female-caucasian
male,36,25 - 45,other,0,0,0,0,f,child abuse,1,low,0,male-other
female,53,greater than 45,caucasian,0,0,0,0,f,possession of cocaine,1,low,0,female-caucasian
female,25,25 - 45,african-american,0,0,0,1,m,arrest case no charge,9,high,0,female-african-american
male,71,greater than 45,african-american,0,0,0,8,f,driving while license revoked,1,low,0,male-african-american
male,39,25 - 45,african-american,0,4,0,10,m,arrest case no charge,9,high,0,male-african-american
female,37,25 - 45,african-american,0,0,0,0,f,possession of cocaine,5,medium,0,female-african-american
female,29,25 - 45,african-american,0,0,0,3,f,possession of cocaine,5,medium,0,female-african-american
female,23,less than 25,other,0,0,0,0,m,battery,10,high,0,female-other
female,23,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,2,low,0,female-african-american
male,27,25 - 45,native american,0,0,0,3,m,dui level 0.15 or minor in veh,7,medium,0,male-native american
female,53,greater than 45,african-american,0,0,0,0,f,felony driving while lic suspd,1,low,0,female-african-american
female,23,less than 25,african-american,0,0,0,0,f,aggrav battery w/deadly weapon,7,medium,0,female-african-american
male,25,25 - 45,african-american,0,0,0,6,f,burglary unoccupied dwelling,6,medium,0,male-african-american
male,23,less than 25,other,0,0,0,2,m,driving under the influence,4,low,0,male-other
male,27,25 - 45,african-american,0,0,0,4,f,pos cannabis w/intent sel/del,9,high,1,male-african-american
male,29,25 - 45,african-american,0,0,0,1,m,susp drivers lic 1st offense,4,low,0,male-african-american
male,28,25 - 45,hispanic,0,0,0,0,f,possession of hydromorphone,2,low,0,male-hispanic
male,31,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,male-african-american
male,25,25 - 45,caucasian,0,0,0,0,m,dui level 0.15 or minor in veh,2,low,0,male-caucasian
male,47,greater than 45,caucasian,0,0,0,0,m,leave acc/attend veh/more $50,1,low,0,male-caucasian
male,37,25 - 45,african-american,0,0,0,4,f,driving while license revoked,2,low,0,male-african-american
female,35,25 - 45,african-american,0,0,0,4,f,aggravated assault w/dead weap,5,medium,0,female-african-american
male,21,less than 25,caucasian,0,2,1,2,f,grand theft (motor vehicle),9,high,1,male-caucasian
male,57,greater than 45,african-american,0,0,0,11,f,possession of cocaine,6,medium,0,male-african-american
male,48,greater than 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,7,medium,0,male-caucasian
male,36,25 - 45,other,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,male-other
female,37,25 - 45,african-american,0,0,0,3,f,resist officer w/violence,7,medium,0,female-african-american
male,31,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,31,25 - 45,caucasian,0,0,0,2,m,dui property damage/injury,3,low,0,male-caucasian
male,32,25 - 45,african-american,0,0,1,22,f,arrest case no charge,9,high,1,male-african-american
female,23,less than 25,other,0,0,0,0,m,battery,4,low,0,female-other
male,63,greater than 45,african-american,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-african-american
male,30,25 - 45,other,0,0,0,0,f,felony battery (dom strang),1,low,0,male-other
male,20,less than 25,caucasian,0,0,2,0,f,grand theft in the 3rd degree,4,low,0,male-caucasian
female,24,less than 25,african-american,0,0,0,1,m,battery,5,medium,1,female-african-american
female,36,25 - 45,african-american,0,0,0,1,m,susp drivers lic 1st offense,2,low,0,female-african-american
male,83,greater than 45,hispanic,0,0,0,0,m,battery,1,low,0,male-hispanic
male,28,25 - 45,caucasian,0,0,0,2,f,pos cannabis w/intent sel/del,6,medium,0,male-caucasian
female,33,25 - 45,african-american,0,0,0,0,m,simulation of legal process,2,low,0,female-african-american
male,39,25 - 45,african-american,0,0,0,0,f,driving while license revoked,3,low,0,male-african-american
male,29,25 - 45,other,0,0,0,3,m,driving under the influence,7,medium,0,male-other
male,35,25 - 45,african-american,0,0,0,7,f,possession of cannabis,6,medium,0,male-african-american
male,24,less than 25,african-american,0,0,1,0,f,driving while license revoked,3,low,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,8,f,arrest case no charge,4,low,0,male-caucasian
male,28,25 - 45,african-american,0,0,0,14,f,fleeing or eluding a leo,7,medium,1,male-african-american
male,32,25 - 45,african-american,0,0,0,0,m,viol prot injunc repeat viol,5,medium,0,male-african-american
female,32,25 - 45,caucasian,0,0,0,1,m,battery,3,low,1,female-caucasian
male,29,25 - 45,african-american,0,1,0,16,f,possession of cocaine,10,high,0,male-african-american
male,43,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,47,greater than 45,caucasian,0,0,0,2,f,tamper with witness/victim/ci,4,low,0,male-caucasian
female,23,less than 25,african-american,0,0,0,1,f,arrest case no charge,3,low,0,female-african-american
male,39,25 - 45,caucasian,0,0,0,2,m,battery,2,low,0,male-caucasian
male,33,25 - 45,other,0,0,0,0,f,arrest case no charge,1,low,0,male-other
male,21,less than 25,other,0,0,0,0,f,grand theft of a fire extinquisher,3,low,1,male-other
male,43,25 - 45,african-american,1,0,0,20,f,driving while license revoked,8,high,0,male-african-american
male,25,25 - 45,african-american,0,1,1,3,f,fighting/baiting animals,8,high,1,male-african-american
male,48,greater than 45,african-american,1,0,0,25,f,arrest case no charge,10,high,1,male-african-american
male,22,less than 25,african-american,0,0,1,1,m,battery,7,medium,1,male-african-american
male,52,greater than 45,african-american,1,0,0,9,m,battery,8,high,1,male-african-american
male,26,25 - 45,caucasian,0,0,0,5,f,possession of cocaine,4,low,1,male-caucasian
male,34,25 - 45,african-american,0,0,0,4,m,arrest case no charge,2,low,0,male-african-american
male,56,greater than 45,caucasian,0,0,0,4,m,disorderly intoxication,1,low,0,male-caucasian
male,29,25 - 45,african-american,0,0,0,2,m,battery,4,low,0,male-african-american
male,37,25 - 45,african-american,0,0,0,6,f,felony petit theft,5,medium,1,male-african-american
male,43,25 - 45,other,0,0,0,3,f,aggrav battery w/deadly weapon,2,low,0,male-other
male,51,greater than 45,caucasian,0,0,0,0,f,burglary dwelling occupied,1,low,0,male-caucasian
male,21,less than 25,african-american,0,0,1,1,f,arrest case no charge,8,high,0,male-african-american
male,26,25 - 45,african-american,0,1,0,4,m,battery,8,high,1,male-african-american
male,48,greater than 45,caucasian,0,0,0,1,f,possession of cocaine,2,low,0,male-caucasian
